ordid;orderdate;custid;staffid
17067;2010-07-06;107;7
17068;2010-07-06;108;4
17069;2010-07-06;203;2
17070;2010-07-06;5;5
17071;2010-07-07;104;5
17072;2010-07-07;102;9
17073;2010-07-07;107;8
17074;2010-07-07;117;8
17075;2010-07-07;104;2
17076;2010-07-07;111;6
17077;2010-07-08;201;9
17078;2010-07-08;113;4
17079;2010-07-08;111;9
17080;2010-07-08;112;7
17081;2010-07-08;106;7
17082;2010-07-08;105;1
17083;2010-07-08;4;5
17084;2010-07-09;116;7
17085;2010-07-09;103;6
17086;2010-07-09;111;9
17087;2010-07-09;108;4
17088;2010-07-09;112;9
17089;2010-07-09;202;8
17090;2010-07-09;102;3
17091;2010-07-10;110;5
17092;2010-07-10;201;9
17093;2010-07-10;107;3
17094;2010-07-10;203;2
17095;2010-07-10;113;4
17096;2010-07-10;118;5
17097;2010-07-10;119;6
17098;2010-07-10;5;3
17099;2010-07-10;107;5
17100;2010-07-12;111;4
17101;2010-07-12;113;6
17102;2010-07-12;107;1
17103;2010-07-12;118;4
17104;2010-07-12;116;5
17105;2010-07-12;4;8
17106;2010-07-12;105;3
17107;2010-07-13;117;6
17108;2010-07-13;101;8
17109;2010-07-13;108;2
17110;2010-07-13;115;2
17111;2010-07-13;4;1
17112;2010-07-13;105;3
17113;2010-07-13;115;6
17114;2010-07-13;115;9
17115;2010-07-14;105;4
17116;2010-07-14;116;2
17117;2010-07-14;3;3
17118;2010-07-14;107;4
17119;2010-07-14;1;6
17120;2010-07-14;202;7
17121;2010-07-14;104;1
17122;2010-07-14;103;4
17123;2010-07-14;106;5
17124;2010-07-14;205;7
17125;2010-07-15;115;1
17126;2010-07-15;2;5
17127;2010-07-15;105;1
17128;2010-07-15;113;6
17129;2010-07-15;110;5
17130;2010-07-15;202;2
17131;2010-07-15;115;4
17132;2010-07-16;110;7
17133;2010-07-16;110;1
17134;2010-07-16;204;6
17135;2010-07-16;103;3
17136;2010-07-16;116;3
17137;2010-07-16;115;8
17138;2010-07-16;203;3
17139;2010-07-17;201;1
17140;2010-07-17;5;9
17141;2010-07-17;203;9
17142;2010-07-17;116;9
17143;2010-07-17;120;3
17144;2010-07-17;106;7
17145;2010-07-17;101;2
17146;2010-07-19;109;3
17147;2010-07-19;103;6
17148;2010-07-19;108;4
17149;2010-07-19;6;6
17150;2010-07-19;117;7
17151;2010-07-19;111;6
17152;2010-07-19;3;4
17153;2010-07-19;6;7
17154;2010-07-20;107;5
17155;2010-07-20;202;3
17156;2010-07-20;116;1
17157;2010-07-20;2;5
17158;2010-07-20;101;6
17159;2010-07-21;113;8
17160;2010-07-21;1;1
17161;2010-07-21;204;2
17162;2010-07-21;109;1
17163;2010-07-21;106;3
17164;2010-07-21;201;6
17165;2010-07-21;1;2
17166;2010-07-21;116;8
17167;2010-07-21;113;9
17168;2010-07-21;203;3
17169;2010-07-22;102;9
17170;2010-07-22;120;7
17171;2010-07-22;116;5
17172;2010-07-23;114;4
17173;2010-07-23;5;4
17174;2010-07-23;1;3
17175;2010-07-23;6;1
17176;2010-07-23;5;5
17177;2010-07-24;101;6
17178;2010-07-24;5;3
17179;2010-07-24;103;5
17180;2010-07-24;103;2
17181;2010-07-24;118;2
17182;2010-07-24;117;9
17183;2010-07-26;5;1
17184;2010-07-26;4;9
17185;2010-07-26;203;7
17186;2010-07-26;110;1
17187;2010-07-26;6;4
17188;2010-07-26;106;2
17189;2010-07-26;116;2
17190;2010-07-26;204;7
17191;2010-07-27;119;5
17192;2010-07-27;108;9
17193;2010-07-27;107;7
17194;2010-07-27;113;3
17195;2010-07-27;110;4
17196;2010-07-27;107;5
17197;2010-07-28;204;2
17198;2010-07-28;1;5
17199;2010-07-28;106;7
17200;2010-07-28;118;2
17201;2010-07-28;107;6
17202;2010-07-28;205;2
17203;2010-07-28;101;5
17204;2010-07-28;105;5
17205;2010-07-28;202;1
17206;2010-07-28;113;5
17207;2010-07-29;118;2
17208;2010-07-29;204;7
17209;2010-07-29;113;8
17210;2010-07-29;120;5
17211;2010-07-29;111;3
17212;2010-07-29;118;9
17213;2010-07-29;117;2
17214;2010-07-30;2;4
17215;2010-07-30;102;9
17216;2010-07-30;205;3
17217;2010-07-30;202;3
17218;2010-07-30;112;5
17219;2010-07-30;5;1
17220;2010-07-31;202;4
17221;2010-07-31;113;2
17222;2010-07-31;115;1
17223;2010-07-31;104;2
17224;2010-07-31;116;5
17225;2010-08-02;112;8
17226;2010-08-02;102;5
17227;2010-08-02;202;8
17228;2010-08-02;120;8
17229;2010-08-02;103;7
17230;2010-08-02;118;2
17231;2010-08-02;103;4
17232;2010-08-02;203;2
17233;2010-08-02;114;3
17234;2010-08-02;120;6
17235;2010-08-02;6;1
17236;2010-08-03;101;5
17237;2010-08-03;205;3
17238;2010-08-03;119;5
17239;2010-08-03;107;9
17240;2010-08-03;202;2
17241;2010-08-04;112;1
17242;2010-08-04;106;4
17243;2010-08-04;119;9
17244;2010-08-04;117;1
17245;2010-08-04;204;5
17246;2010-08-04;4;3
17247;2010-08-04;116;5
17248;2010-08-04;5;3
17249;2010-08-05;204;5
17250;2010-08-05;1;4
17251;2010-08-05;107;7
17252;2010-08-05;5;2
17253;2010-08-05;118;3
17254;2010-08-05;104;1
17255;2010-08-05;202;8
17256;2010-08-06;119;1
17257;2010-08-06;118;4
17258;2010-08-06;116;7
17259;2010-08-06;5;6
17260;2010-08-06;1;1
17261;2010-08-06;119;3
17262;2010-08-07;203;3
17263;2010-08-07;203;1
17264;2010-08-07;103;6
17265;2010-08-07;205;2
17266;2010-08-07;4;4
17267;2010-08-09;102;7
17268;2010-08-09;109;1
17269;2010-08-09;119;4
17270;2010-08-09;5;3
17271;2010-08-09;120;1
17272;2010-08-10;205;9
17273;2010-08-10;111;1
17274;2010-08-10;204;4
17275;2010-08-10;107;4
17276;2010-08-11;103;4
17277;2010-08-11;115;2
17278;2010-08-12;205;6
17279;2010-08-12;108;3
17280;2010-08-12;204;3
17281;2010-08-12;115;1
17282;2010-08-12;120;9
17283;2010-08-12;114;4
17284;2010-08-12;103;5
17285;2010-08-12;117;5
17286;2010-08-12;106;5
17287;2010-08-12;102;1
17288;2010-08-12;6;5
17289;2010-08-12;111;1
17290;2010-08-13;116;1
17291;2010-08-13;108;8
17292;2010-08-13;118;3
17293;2010-08-13;203;2
17294;2010-08-13;101;9
17295;2010-08-13;109;3
17296;2010-08-13;109;5
17297;2010-08-14;106;6
17298;2010-08-14;3;1
17299;2010-08-14;203;8
17300;2010-08-14;103;1
17301;2010-08-14;106;6
17302;2010-08-14;108;2
17303;2010-08-14;111;4
17304;2010-08-16;3;3
17305;2010-08-16;109;5
17306;2010-08-16;110;9
17307;2010-08-16;4;3
17308;2010-08-16;203;5
17309;2010-08-16;113;6
17310;2010-08-17;101;7
17311;2010-08-17;1;8
17312;2010-08-17;203;9
17313;2010-08-17;109;8
17314;2010-08-17;101;4
17315;2010-08-18;116;8
17316;2010-08-18;204;7
17317;2010-08-18;1;6
17318;2010-08-18;3;3
17319;2010-08-18;110;5
17320;2010-08-19;205;6
17321;2010-08-19;118;3
17322;2010-08-19;205;8
17323;2010-08-19;102;4
17324;2010-08-19;203;8
17325;2010-08-19;109;9
17326;2010-08-20;201;9
17327;2010-08-20;120;8
17328;2010-08-20;107;6
17329;2010-08-20;116;8
17330;2010-08-20;4;3
17331;2010-08-20;204;2
17332;2010-08-20;105;3
17333;2010-08-20;2;3
17334;2010-08-20;120;4
17335;2010-08-21;4;9
17336;2010-08-21;114;6
17337;2010-08-21;115;4
17338;2010-08-21;101;7
17339;2010-08-21;5;5
17340;2010-08-21;3;6
17341;2010-08-23;119;4
17342;2010-08-23;4;6
17343;2010-08-23;3;8
17344;2010-08-23;203;8
17345;2010-08-24;106;6
17346;2010-08-24;118;4
17347;2010-08-24;118;5
17348;2010-08-24;204;3
17349;2010-08-24;107;2
17350;2010-08-25;113;4
17351;2010-08-25;102;2
17352;2010-08-25;105;9
17353;2010-08-25;2;1
17354;2010-08-25;4;6
17355;2010-08-26;108;6
17356;2010-08-26;111;5
17357;2010-08-26;101;3
17358;2010-08-26;118;2
17359;2010-08-26;118;5
17360;2010-08-27;204;7
17361;2010-08-27;116;9
17362;2010-08-27;107;7
17363;2010-08-27;118;7
17364;2010-08-28;119;8
17365;2010-08-28;113;3
17366;2010-08-28;111;3
17367;2010-08-28;111;4
17368;2010-08-28;101;4
17369;2010-08-30;3;7
17370;2010-08-30;201;2
17371;2010-08-30;110;5
17372;2010-08-30;110;3
17373;2010-08-30;106;2
17374;2010-08-30;2;1
17375;2010-08-31;110;9
17376;2010-08-31;101;5
17377;2010-08-31;120;4
17378;2010-09-01;106;4
17379;2010-09-01;105;2
17380;2010-09-01;102;7
17381;2010-09-01;113;6
17382;2010-09-01;117;9
17383;2010-09-01;109;2
17384;2010-09-02;3;3
17385;2010-09-02;1;5
17386;2010-09-02;3;1
17387;2010-09-02;120;2
17388;2010-09-02;119;5
17389;2010-09-02;5;7
17390;2010-09-03;3;4
17391;2010-09-03;107;5
17392;2010-09-03;4;2
17393;2010-09-03;204;4
17394;2010-09-03;6;6
17395;2010-09-03;5;2
17396;2010-09-03;104;1
17397;2010-09-03;119;1
17398;2010-09-04;105;7
17399;2010-09-04;202;6
17400;2010-09-04;102;8
17401;2010-09-04;107;3
17402;2010-09-04;119;5
17403;2010-09-06;6;4
17404;2010-09-06;4;3
17405;2010-09-06;201;2
17406;2010-09-06;204;3
17407;2010-09-06;203;2
17408;2010-09-06;203;1
17409;2010-09-06;112;4
17410;2010-09-06;116;5
17411;2010-09-06;1;9
17412;2010-09-06;103;3
17413;2010-09-06;204;9
17414;2010-09-06;102;6
17415;2010-09-07;1;5
17416;2010-09-07;107;6
17417;2010-09-07;114;8
17418;2010-09-07;108;5
17419;2010-09-07;112;1
17420;2010-09-07;2;3
17421;2010-09-07;120;9
17422;2010-09-08;112;8
17423;2010-09-08;1;7
17424;2010-09-08;114;7
17425;2010-09-08;116;7
17426;2010-09-08;106;2
17427;2010-09-09;101;6
17428;2010-09-09;118;6
17429;2010-09-09;116;7
17430;2010-09-09;114;1
17431;2010-09-09;5;5
17432;2010-09-09;113;5
17433;2010-09-10;103;7
17434;2010-09-10;3;9
17435;2010-09-10;103;5
17436;2010-09-11;112;3
17437;2010-09-11;103;8
17438;2010-09-11;101;8
17439;2010-09-11;5;2
17440;2010-09-11;202;8
17441;2010-09-11;204;7
17442;2010-09-13;202;4
17443;2010-09-13;203;8
17444;2010-09-13;203;7
17445;2010-09-13;104;2
17446;2010-09-14;5;3
17447;2010-09-14;205;4
17448;2010-09-14;201;1
17449;2010-09-14;108;1
17450;2010-09-14;202;4
17451;2010-09-14;120;2
17452;2010-09-15;4;3
17453;2010-09-15;3;6
17454;2010-09-15;108;7
17455;2010-09-15;203;7
17456;2010-09-16;119;6
17457;2010-09-16;205;4
17458;2010-09-16;204;3
17459;2010-09-16;202;9
17460;2010-09-16;112;8
17461;2010-09-17;110;9
17462;2010-09-17;204;9
17463;2010-09-17;110;6
17464;2010-09-17;105;2
17465;2010-09-17;5;8
17466;2010-09-17;5;1
17467;2010-09-17;106;9
17468;2010-09-18;119;2
17469;2010-09-18;101;2
17470;2010-09-18;1;5
17471;2010-09-20;119;4
17472;2010-09-20;2;7
17473;2010-09-20;119;5
17474;2010-09-20;107;3
17475;2010-09-20;119;1
17476;2010-09-20;106;8
17477;2010-09-20;202;5
17478;2010-09-21;118;2
17479;2010-09-21;106;5
17480;2010-09-21;117;2
17481;2010-09-21;105;6
17482;2010-09-21;106;6
17483;2010-09-21;109;2
17484;2010-09-21;112;2
17485;2010-09-21;111;5
17486;2010-09-21;116;5
17487;2010-09-22;2;1
17488;2010-09-22;204;9
17489;2010-09-22;1;9
17490;2010-09-22;107;6
17491;2010-09-22;6;8
17492;2010-09-23;116;8
17493;2010-09-23;120;1
17494;2010-09-23;108;6
17495;2010-09-23;101;1
17496;2010-09-23;205;8
17497;2010-09-23;5;7
17498;2010-09-23;103;4
17499;2010-09-23;109;4
17500;2010-09-23;110;9
17501;2010-09-24;2;8
17502;2010-09-24;103;6
17503;2010-09-24;106;6
17504;2010-09-24;110;7
17505;2010-09-24;104;7
17506;2010-09-24;104;8
17507;2010-09-24;2;6
17508;2010-09-24;107;3
17509;2010-09-24;103;4
17510;2010-09-24;6;6
17511;2010-09-24;108;4
17512;2010-09-25;205;7
17513;2010-09-25;2;3
17514;2010-09-25;102;9
17515;2010-09-25;3;6
17516;2010-09-27;104;5
17517;2010-09-27;2;1
17518;2010-09-27;3;4
17519;2010-09-27;111;9
17520;2010-09-27;112;3
17521;2010-09-27;201;8
17522;2010-09-27;116;3
17523;2010-09-27;5;9
17524;2010-09-28;205;7
17525;2010-09-28;113;5
17526;2010-09-28;110;5
17527;2010-09-28;106;4
17528;2010-09-28;108;4
17529;2010-09-28;5;5
17530;2010-09-28;5;6
17531;2010-09-29;102;5
17532;2010-09-29;115;4
17533;2010-09-29;106;8
17534;2010-09-29;115;7
17535;2010-09-29;117;9
17536;2010-09-29;205;7
17537;2010-09-29;104;7
17538;2010-09-30;111;3
17539;2010-09-30;5;4
17540;2010-09-30;104;9
17541;2010-09-30;202;8
17542;2010-09-30;117;4
17543;2010-09-30;113;2
17544;2010-09-30;6;7
17545;2010-09-30;205;6
17546;2010-09-30;4;3
17547;2010-10-01;119;8
17548;2010-10-01;3;1
17549;2010-10-01;111;1
17550;2010-10-01;101;6
17551;2010-10-01;201;9
17552;2010-10-01;104;8
17553;2010-10-01;116;9
17554;2010-10-01;202;2
17555;2010-10-01;201;7
17556;2010-10-01;1;7
17557;2010-10-02;1;8
17558;2010-10-02;112;5
17559;2010-10-02;105;6
17560;2010-10-02;103;9
17561;2010-10-04;111;6
17562;2010-10-04;103;4
17563;2010-10-04;117;8
17564;2010-10-04;107;7
17565;2010-10-04;203;2
17566;2010-10-05;2;7
17567;2010-10-05;205;6
17568;2010-10-05;109;4
17569;2010-10-05;109;3
17570;2010-10-05;5;2
17571;2010-10-05;205;5
17572;2010-10-05;203;2
17573;2010-10-05;201;8
17574;2010-10-06;109;6
17575;2010-10-06;114;3
17576;2010-10-06;102;2
17577;2010-10-06;103;1
17578;2010-10-06;104;8
17579;2010-10-06;2;2
17580;2010-10-06;113;7
17581;2010-10-07;3;4
17582;2010-10-07;119;7
17583;2010-10-07;112;9
17584;2010-10-07;105;3
17585;2010-10-07;4;7
17586;2010-10-07;113;3
17587;2010-10-07;5;4
17588;2010-10-07;117;4
17589;2010-10-08;204;3
17590;2010-10-08;120;7
17591;2010-10-08;111;1
17592;2010-10-08;118;5
17593;2010-10-08;5;5
17594;2010-10-08;205;7
17595;2010-10-08;103;1
17596;2010-10-09;103;9
17597;2010-10-09;1;8
17598;2010-10-09;110;7
17599;2010-10-09;110;4
17600;2010-10-09;204;8
17601;2010-10-09;117;7
17602;2010-10-11;202;4
17603;2010-10-11;105;4
17604;2010-10-11;1;7
17605;2010-10-11;117;2
17606;2010-10-11;119;2
17607;2010-10-11;5;8
17608;2010-10-11;111;2
17609;2010-10-11;112;5
17610;2010-10-11;114;5
17611;2010-10-12;105;7
17612;2010-10-12;5;8
17613;2010-10-12;105;9
17614;2010-10-12;104;2
17615;2010-10-13;1;8
17616;2010-10-13;120;4
17617;2010-10-13;6;2
17618;2010-10-13;118;2
17619;2010-10-13;205;6
17620;2010-10-13;118;2
17621;2010-10-13;113;2
17622;2010-10-13;117;7
17623;2010-10-14;108;8
17624;2010-10-14;120;3
17625;2010-10-14;107;4
17626;2010-10-15;108;3
17627;2010-10-15;103;2
17628;2010-10-15;115;1
17629;2010-10-15;103;6
17630;2010-10-15;4;9
17631;2010-10-15;115;7
17632;2010-10-15;105;5
17633;2010-10-15;105;8
17634;2010-10-16;105;9
17635;2010-10-16;201;8
17636;2010-10-16;112;4
17637;2010-10-16;201;1
17638;2010-10-16;102;5
17639;2010-10-18;4;6
17640;2010-10-18;108;5
17641;2010-10-18;1;7
17642;2010-10-18;110;9
17643;2010-10-18;105;9
17644;2010-10-18;114;9
17645;2010-10-19;112;3
17646;2010-10-19;101;3
17647;2010-10-19;112;1
17648;2010-10-19;5;7
17649;2010-10-20;6;2
17650;2010-10-20;6;6
17651;2010-10-20;107;8
17652;2010-10-20;203;2
17653;2010-10-20;205;5
17654;2010-10-20;106;7
17655;2010-10-20;114;3
17656;2010-10-20;110;1
17657;2010-10-21;105;5
17658;2010-10-21;3;7
17659;2010-10-21;118;2
17660;2010-10-21;1;2
17661;2010-10-22;118;4
17662;2010-10-22;118;2
17663;2010-10-22;4;5
17664;2010-10-22;110;9
17665;2010-10-22;1;6
17666;2010-10-22;101;8
17667;2010-10-22;3;7
17668;2010-10-22;1;1
17669;2010-10-22;1;2
17670;2010-10-23;103;7
17671;2010-10-23;118;9
17672;2010-10-23;114;4
17673;2010-10-23;109;7
17674;2010-10-23;4;9
17675;2010-10-23;109;8
17676;2010-10-23;110;9
17677;2010-10-25;204;8
17678;2010-10-25;116;5
17679;2010-10-25;203;7
17680;2010-10-25;113;4
17681;2010-10-25;205;5
17682;2010-10-26;113;3
17683;2010-10-26;102;6
17684;2010-10-26;201;8
17685;2010-10-26;2;1
17686;2010-10-26;115;9
17687;2010-10-26;116;5
17688;2010-10-26;116;2
17689;2010-10-26;112;7
17690;2010-10-27;119;2
17691;2010-10-27;120;5
17692;2010-10-27;115;5
17693;2010-10-27;201;8
17694;2010-10-28;113;2
17695;2010-10-28;5;9
17696;2010-10-28;106;2
17697;2010-10-28;111;4
17698;2010-10-28;119;7
17699;2010-10-28;1;6
17700;2010-10-28;115;4
17701;2010-10-28;113;7
17702;2010-10-28;205;6
17703;2010-10-28;205;1
17704;2010-10-28;107;6
17705;2010-10-28;204;4
17706;2010-10-29;102;3
17707;2010-10-29;104;4
17708;2010-10-29;203;4
17709;2010-10-29;204;7
17710;2010-10-29;5;6
17711;2010-10-29;107;8
17712;2010-10-30;203;2
17713;2010-10-30;205;1
17714;2010-10-30;204;6
17715;2010-10-30;204;5
17716;2010-10-30;115;9
17717;2010-11-01;115;2
17718;2010-11-01;120;8
17719;2010-11-01;6;4
17720;2010-11-01;201;2
17721;2010-11-01;201;1
17722;2010-11-02;201;4
17723;2010-11-02;115;9
17724;2010-11-02;201;5
17725;2010-11-02;112;5
17726;2010-11-02;109;5
17727;2010-11-02;3;9
17728;2010-11-02;115;6
17729;2010-11-02;120;4
17730;2010-11-03;117;6
17731;2010-11-03;204;8
17732;2010-11-03;105;6
17733;2010-11-03;106;9
17734;2010-11-03;204;3
17735;2010-11-03;101;7
17736;2010-11-04;114;1
17737;2010-11-04;3;5
17738;2010-11-04;116;1
17739;2010-11-04;117;3
17740;2010-11-04;205;1
17741;2010-11-04;205;2
17742;2010-11-04;105;1
17743;2010-11-05;117;3
17744;2010-11-05;101;4
17745;2010-11-05;101;2
17746;2010-11-05;101;5
17747;2010-11-05;112;1
17748;2010-11-05;116;2
17749;2010-11-06;203;8
17750;2010-11-06;101;7
17751;2010-11-06;120;7
17752;2010-11-06;108;6
17753;2010-11-08;202;5
17754;2010-11-08;205;4
17755;2010-11-08;113;5
17756;2010-11-08;117;5
17757;2010-11-08;108;9
17758;2010-11-08;103;2
17759;2010-11-08;117;2
17760;2010-11-09;202;1
17761;2010-11-09;107;4
17762;2010-11-09;6;6
17763;2010-11-10;203;3
17764;2010-11-10;112;9
17765;2010-11-10;117;4
17766;2010-11-10;201;3
17767;2010-11-10;2;9
17768;2010-11-10;107;5
17769;2010-11-10;205;4
17770;2010-11-11;201;9
17771;2010-11-11;105;3
17772;2010-11-11;114;9
17773;2010-11-11;102;8
17774;2010-11-11;119;9
17775;2010-11-11;117;8
17776;2010-11-12;102;9
17777;2010-11-12;6;4
17778;2010-11-12;3;4
17779;2010-11-12;117;3
17780;2010-11-12;107;9
17781;2010-11-12;102;8
17782;2010-11-12;205;7
17783;2010-11-12;119;4
17784;2010-11-13;102;1
17785;2010-11-13;112;8
17786;2010-11-13;1;3
17787;2010-11-13;114;5
17788;2010-11-13;105;2
17789;2010-11-13;5;9
17790;2010-11-13;109;8
17791;2010-11-15;116;6
17792;2010-11-15;111;5
17793;2010-11-15;201;4
17794;2010-11-15;106;7
17795;2010-11-15;103;4
17796;2010-11-15;115;7
17797;2010-11-16;120;5
17798;2010-11-16;106;4
17799;2010-11-16;5;7
17800;2010-11-16;103;3
17801;2010-11-16;107;8
17802;2010-11-17;2;5
17803;2010-11-17;107;4
17804;2010-11-17;201;3
17805;2010-11-17;120;4
17806;2010-11-18;101;1
17807;2010-11-18;3;6
17808;2010-11-18;105;3
17809;2010-11-18;105;5
17810;2010-11-18;204;8
17811;2010-11-18;203;6
17812;2010-11-18;114;2
17813;2010-11-18;2;1
17814;2010-11-19;116;7
17815;2010-11-19;112;6
17816;2010-11-19;116;1
17817;2010-11-19;114;4
17818;2010-11-19;6;5
17819;2010-11-19;111;9
17820;2010-11-19;113;4
17821;2010-11-20;118;7
17822;2010-11-20;116;5
17823;2010-11-20;105;4
17824;2010-11-22;103;6
17825;2010-11-22;118;3
17826;2010-11-22;203;6
17827;2010-11-22;101;5
17828;2010-11-22;104;7
17829;2010-11-22;102;6
17830;2010-11-22;104;2
17831;2010-11-22;116;2
17832;2010-11-23;204;8
17833;2010-11-23;112;7
17834;2010-11-23;101;7
17835;2010-11-23;104;9
17836;2010-11-23;107;5
17837;2010-11-23;113;2
17838;2010-11-24;115;7
17839;2010-11-24;6;5
17840;2010-11-24;110;6
17841;2010-11-24;108;4
17842;2010-11-24;119;7
17843;2010-11-24;107;9
17844;2010-11-24;119;5
17845;2010-11-24;116;3
17846;2010-11-25;105;7
17847;2010-11-25;202;8
17848;2010-11-25;119;1
17849;2010-11-25;118;9
17850;2010-11-25;6;1
17851;2010-11-26;2;4
17852;2010-11-26;117;4
17853;2010-11-26;1;2
17854;2010-11-26;108;5
17855;2010-11-27;113;4
17856;2010-11-27;107;6
17857;2010-11-27;203;7
17858;2010-11-27;112;4
17859;2010-11-27;108;2
17860;2010-11-29;102;1
17861;2010-11-29;105;3
17862;2010-11-29;113;2
17863;2010-11-29;116;1
17864;2010-11-29;2;3
17865;2010-11-30;203;7
17866;2010-11-30;107;2
17867;2010-11-30;109;1
17868;2010-11-30;101;9
17869;2010-12-01;104;8
17870;2010-12-01;5;3
17871;2010-12-01;110;1
17872;2010-12-01;114;5
17873;2010-12-02;3;5
17874;2010-12-02;111;9
17875;2010-12-02;102;6
17876;2010-12-02;118;9
17877;2010-12-02;113;7
17878;2010-12-02;110;3
17879;2010-12-02;3;5
17880;2010-12-02;117;1
17881;2010-12-02;4;2
17882;2010-12-02;6;8
17883;2010-12-03;115;2
17884;2010-12-03;103;8
17885;2010-12-03;201;3
17886;2010-12-03;111;1
17887;2010-12-03;110;7
17888;2010-12-03;104;1
17889;2010-12-03;114;8
17890;2010-12-03;103;6
17891;2010-12-04;111;4
17892;2010-12-04;5;1
17893;2010-12-04;111;5
17894;2010-12-04;6;9
17895;2010-12-04;101;5
17896;2010-12-04;107;7
17897;2010-12-04;105;1
17898;2010-12-04;205;4
17899;2010-12-04;4;3
17900;2010-12-04;203;4
17901;2010-12-04;205;2
17902;2010-12-04;201;6
17903;2010-12-04;201;7
17904;2010-12-06;105;3
17905;2010-12-06;114;1
17906;2010-12-06;102;9
17907;2010-12-06;110;5
17908;2010-12-06;114;9
17909;2010-12-06;104;7
17910;2010-12-06;106;5
17911;2010-12-06;114;1
17912;2010-12-06;116;1
17913;2010-12-07;117;2
17914;2010-12-07;112;6
17915;2010-12-07;4;4
17916;2010-12-07;205;8
17917;2010-12-07;5;7
17918;2010-12-07;101;1
17919;2010-12-07;113;2
17920;2010-12-07;102;8
17921;2010-12-08;112;9
17922;2010-12-08;116;5
17923;2010-12-08;118;2
17924;2010-12-08;110;8
17925;2010-12-08;105;9
17926;2010-12-09;113;3
17927;2010-12-09;119;1
17928;2010-12-09;2;8
17929;2010-12-09;119;9
17930;2010-12-09;202;7
17931;2010-12-09;104;5
17932;2010-12-09;116;4
17933;2010-12-10;101;1
17934;2010-12-10;203;4
17935;2010-12-10;1;1
17936;2010-12-10;6;5
17937;2010-12-10;112;8
17938;2010-12-10;106;2
17939;2010-12-10;5;8
17940;2010-12-11;104;4
17941;2010-12-11;116;1
17942;2010-12-11;118;8
17943;2010-12-11;110;9
17944;2010-12-11;118;6
17945;2010-12-11;104;6
17946;2010-12-13;107;8
17947;2010-12-13;1;7
17948;2010-12-13;110;7
17949;2010-12-13;101;9
17950;2010-12-13;110;5
17951;2010-12-13;120;7
17952;2010-12-14;202;1
17953;2010-12-14;117;7
17954;2010-12-14;116;1
17955;2010-12-14;117;5
17956;2010-12-15;205;4
17957;2010-12-15;113;1
17958;2010-12-15;104;6
17959;2010-12-15;120;2
17960;2010-12-15;106;6
17961;2010-12-16;101;5
17962;2010-12-16;106;6
17963;2010-12-16;117;7
17964;2010-12-16;110;4
17965;2010-12-17;103;7
17966;2010-12-17;1;2
17967;2010-12-17;103;4
17968;2010-12-17;101;8
17969;2010-12-17;106;1
17970;2010-12-17;114;4
17971;2010-12-17;120;7
17972;2010-12-17;205;4
17973;2010-12-17;1;2
17974;2010-12-17;205;3
17975;2010-12-18;201;2
17976;2010-12-18;115;6
17977;2010-12-18;101;3
17978;2010-12-18;113;6
17979;2010-12-18;107;7
17980;2010-12-18;119;5
17981;2010-12-18;117;1
17982;2010-12-20;118;6
17983;2010-12-20;107;6
17984;2010-12-20;113;6
17985;2010-12-20;116;8
17986;2010-12-20;116;7
17987;2010-12-20;118;7
17988;2010-12-20;108;1
17989;2010-12-21;201;4
17990;2010-12-21;1;2
17991;2010-12-21;120;3
17992;2010-12-21;102;8
17993;2010-12-21;107;5
17994;2010-12-21;2;4
17995;2010-12-21;110;3
17996;2010-12-21;203;1
17997;2010-12-21;103;1
17998;2010-12-22;5;5
17999;2010-12-22;205;6
18000;2010-12-22;114;5
18001;2010-12-22;102;4
18002;2010-12-22;6;9
18003;2010-12-22;116;3
18004;2010-12-22;205;7
18005;2010-12-22;106;2
18006;2010-12-22;4;5
18007;2010-12-22;2;6
18008;2010-12-23;205;4
18009;2010-12-23;110;3
18010;2010-12-23;104;4
18011;2010-12-23;114;7
18012;2010-12-23;3;3
18013;2010-12-23;205;8
18014;2010-12-23;4;3
18015;2010-12-23;114;9
18016;2010-12-24;205;1
18017;2010-12-24;202;3
18018;2010-12-24;115;1
18019;2010-12-24;109;9
18020;2010-12-25;102;6
18021;2010-12-25;205;1
18022;2010-12-25;111;7
18023;2010-12-25;3;1
18024;2010-12-25;204;6
18025;2010-12-27;109;5
18026;2010-12-27;110;5
18027;2010-12-27;203;2
18028;2010-12-27;116;9
18029;2010-12-27;113;4
18030;2010-12-27;4;7
18031;2010-12-28;106;8
18032;2010-12-28;113;6
18033;2010-12-28;2;4
18034;2010-12-28;119;8
18035;2010-12-28;1;3
18036;2010-12-28;120;9
18037;2010-12-29;204;9
18038;2010-12-29;119;8
18039;2010-12-29;5;6
18040;2010-12-29;101;5
18041;2010-12-30;114;1
18042;2010-12-30;1;9
18043;2010-12-30;117;4
18044;2010-12-30;101;9
18045;2010-12-30;103;4
18046;2010-12-30;106;2
18047;2010-12-31;201;4
18048;2010-12-31;105;3
18049;2010-12-31;103;2
18050;2010-12-31;106;2
18051;2010-12-31;112;9
18052;2011-01-01;118;8
18053;2011-01-01;107;2
18054;2011-01-01;117;8
18055;2011-01-01;109;7
18056;2011-01-01;2;1
18057;2011-01-01;101;6
18058;2011-01-01;4;2
18059;2011-01-01;119;6
18060;2011-01-01;108;9
18061;2011-01-03;116;5
18062;2011-01-03;201;9
18063;2011-01-03;116;4
18064;2011-01-03;115;6
